Time,250067
a,b,valid,Percentage_of_results
13,23,True,0.2
31,21,False,0.8
1,51,False,0.2
27,25,False,0.1
7,23,False,2.0
49,5,False,0.1
37,55,False,0.3
27,57,False,0.2
3,53,False,0.2
59,17,False,0.3
7,53,False,0.7
17,35,False,0.1
23,29,False,0.1
3,63,False,0.9
35,55,False,0.7
13,55,False,0.1
17,55,False,0.5
63,17,False,3.8
7,63,False,0.2
15,17,False,0.4
19,43,False,0.1
55,17,False,1.5
15,16,False,0.3
63,3,False,0.6
15,22,False,0.3
57,3,False,0.1
23,19,False,1.0
55,1,False,0.6
23,17,False,0.5
17,51,False,0.3
13,53,False,0.3
31,5,False,0.2
31,1,False,0.6
21,51,False,0.3
59,0,False,0.2
21,39,False,0.2
39,19,False,0.5
23,55,False,0.3
17,23,False,0.1
5,63,False,0.2
63,21,False,1.5
7,13,False,0.1
23,23,False,1.0
23,21,False,0.3
5,61,False,0.1
21,55,False,0.3
23,51,False,0.5
9,55,False,0.3
31,18,False,0.4
11,49,False,0.2
31,17,False,1.1
31,16,False,0.6
23,25,False,0.1
15,51,False,0.1
35,49,False,0.2
23,37,False,0.4
55,7,False,0.4
39,25,False,0.1
5,23,False,0.5
61,21,False,0.1
7,55,False,0.8
3,29,False,0.2
1,63,False,1.0
55,23,False,0.4
27,51,False,0.2
59,21,False,0.2
5,47,False,0.1
7,29,False,0.4
15,53,False,0.3
35,51,False,0.2
31,19,False,0.7
51,49,False,0.1
7,19,False,0.2
31,34,False,0.1
51,23,False,0.4
1,55,False,0.8
39,17,False,0.5
39,23,False,1.3
55,20,False,0.2
55,19,False,0.9
47,21,False,0.9
59,1,False,0.5
19,51,False,0.5
23,3,False,0.2
33,55,False,0.4
39,53,False,0.8
47,17,False,0.7
31,8,False,0.1
53,16,False,0.1
55,21,False,0.7
61,16,False,0.2
35,39,False,0.1
27,33,False,0.2
45,22,False,0.1
17,63,False,0.2
47,38,False,0.1
19,49,False,0.3
19,55,False,0.3
41,51,False,0.1
47,18,False,0.2
19,45,False,0.2
7,61,False,0.2
1,59,False,0.2
31,49,False,0.5
63,16,False,2.3
54,21,False,0.2
19,3,False,0.1
59,3,False,0.1
33,61,False,0.1
63,1,False,1.1
41,55,False,0.1
63,6,False,0.3
63,4,False,0.5
17,59,False,0.1
55,29,False,0.1
7,21,False,0.7
37,19,False,0.1
29,48,False,0.1
61,3,False,0.2
33,23,False,0.1
53,7,False,0.2
57,39,False,0.3
17,47,False,0.1
53,15,False,0.1
45,20,False,0.2
63,0,False,1.2
53,3,False,0.1
21,23,False,0.3
15,21,False,0.3
21,53,False,0.1
11,31,False,0.1
37,31,False,0.1
47,23,False,0.2
5,15,False,0.1
46,23,False,0.1
7,49,False,0.1
27,17,False,0.2
53,27,False,0.1
3,51,False,0.1
5,21,False,0.1
35,31,False,0.1
23,59,False,0.2
31,22,False,0.3
31,33,False,0.5
25,49,False,0.2
11,23,False,0.1
33,63,False,0.2
19,63,False,0.2
55,37,False,0.2
15,25,False,0.1
55,5,False,0.6
39,7,False,0.3
39,5,False,0.1
15,20,False,0.3
61,17,False,0.2
2,55,False,0.1
55,11,False,0.1
17,49,False,0.1
39,21,False,0.7
35,29,False,0.1
15,23,False,0.3
3,22,False,0.1
51,9,False,0.1
27,53,False,0.3
39,54,False,0.2
1,53,False,0.3
63,20,False,0.8
1,31,False,0.1
19,11,False,0.2
7,22,False,0.2
3,21,False,0.1
11,22,False,0.1
25,59,False,0.1
5,55,False,0.5
39,55,False,0.3
35,21,False,0.2
47,22,False,0.6
55,3,False,0.4
47,52,False,0.1
3,55,False,0.8
37,53,False,0.4
31,20,False,0.2
11,63,False,0.1
63,18,False,1.5
25,19,False,0.1
23,2,False,0.1
21,43,False,0.1
47,20,False,0.3
31,23,False,0.3
23,53,False,0.4
63,22,False,0.5
7,52,False,0.1
27,21,False,0.1
15,49,False,0.1
31,25,False,0.1
59,32,False,0.2
54,23,False,0.2
31,3,False,0.2
15,19,False,0.2
7,31,False,0.3
7,60,False,0.1
3,61,False,0.2
51,21,False,0.2
51,3,False,0.3
63,23,False,0.5
35,19,False,0.1
5,53,False,0.2
63,7,False,0.1
19,31,False,0.1
31,50,False,0.1
47,16,False,0.4
63,2,False,0.5
27,49,False,0.1
23,50,False,0.1
41,23,False,0.1
3,17,False,0.1
45,53,False,0.2
38,21,False,0.1
55,49,False,0.2
39,37,False,0.1
19,23,False,0.2
61,19,False,0.3
13,52,False,0.1
31,51,False,0.1
55,4,False,0.1
31,7,False,0.1
23,5,False,0.1
29,51,False,0.2
21,49,False,0.1
41,22,False,0.1
17,53,False,0.2
55,18,False,0.3
5,59,False,0.3
23,18,False,0.1
55,0,False,0.1
53,11,False,0.1
15,55,False,0.1
45,16,False,0.1
31,2,False,0.2
39,1,False,0.1
47,2,False,0.2
3,62,False,0.2
39,61,False,0.1
6,63,False,0.2
43,53,False,0.3
37,23,False,0.1
23,52,False,0.1
39,29,False,0.1
49,51,False,0.1
53,17,False,0.2
39,51,False,0.2
49,55,False,0.2
45,55,False,0.1
31,36,False,0.1
51,27,False,0.1
19,28,False,0.1
38,63,False,0.1
25,55,False,0.1
31,37,False,0.3
55,6,False,0.1
19,39,False,0.1
15,54,False,0.1
13,37,False,0.1
19,7,False,0.2
11,35,False,0.1
15,18,False,0.1
3,23,False,0.2
55,51,False,0.1
51,7,False,0.1
31,35,False,0.1
19,21,False,0.2
3,54,False,0.1
5,31,False,0.2
21,21,False,0.1
21,63,False,0.1
6,29,False,0.1
39,13,False,0.1
55,27,False,0.1
61,18,False,0.2
55,33,False,0.1
27,19,False,0.1
5,52,False,0.1
3,37,False,0.1
63,37,False,0.1
59,19,False,0.4
47,53,False,0.2
51,25,False,0.1
10,61,False,0.1
63,25,False,0.1
25,23,False,0.1
15,50,False,0.2
27,43,False,0.1
55,15,False,0.1
59,35,False,0.1
23,35,False,0.1
43,52,False,0.1
47,54,False,0.1
35,23,False,0.4
47,55,False,0.1
31,53,False,0.1
23,61,False,0.1
23,49,False,0.3
38,29,False,0.1
55,35,False,0.3
19,53,False,0.1
37,7,False,0.1
47,5,False,0.1
63,32,False,0.2
6,13,False,0.1
41,54,False,0.1
51,39,False,0.1
11,55,False,0.1
33,31,False,0.1
63,36,False,0.2
43,3,False,0.1
39,49,False,0.1
27,35,False,0.2
5,29,False,0.1
30,19,False,0.1
47,49,False,0.2
63,19,False,0.2
63,49,False,0.2
43,21,False,0.2
7,7,False,0.1
63,33,False,0.3
57,37,False,0.1
15,38,False,0.1
19,41,False,0.1
21,31,False,0.1
23,7,False,0.2
31,52,False,0.2
9,61,False,0.1
23,39,False,0.1
53,49,False,0.1
39,52,False,0.3
53,18,False,0.1
55,16,False,0.5
31,39,False,0.1
7,37,False,0.2
31,32,False,0.1
37,59,False,0.2
45,52,False,0.1
51,17,False,0.1
53,23,False,0.1
13,61,False,0.1
59,16,False,0.1
51,54,False,0.1
37,63,False,0.1
55,22,False,0.2
43,62,False,0.1
15,29,False,0.1
41,39,False,0.1
47,14,False,0.1
22,23,False,0.1
47,1,False,0.1
37,39,False,0.1
47,6,False,0.1
50,43,False,0.1
59,7,False,0.1
59,53,False,0.2
13,33,False,0.1
47,0,False,0.1
15,30,False,0.1
27,37,False,0.1
38,31,False,0.1
7,20,False,0.1
63,5,False,0.1
27,20,False,0.1
47,50,False,0.1
5,45,False,0.1
63,38,False,0.1
29,23,False,0.1
63,48,False,0.1
55,2,False,0.2
9,54,False,0.1
38,39,False,0.1
41,53,False,0.1
53,1,False,0.1
9,53,False,0.1
29,32,False,0.1
51,55,False,0.1
6,51,False,0.1
7,54,False,0.1
49,53,False,0.1
14,53,False,0.1
49,23,False,0.1
5,30,False,0.1
49,17,False,0.1
29,52,False,0.1
42,54,False,0.1
61,24,False,0.1
11,54,False,0.1
58,11,False,0.1
37,17,False,0.1
23,20,False,0.1
51,38,False,0.1
23,36,False,0.1
47,61,False,0.1
55,32,False,0.1
7,30,False,0.1
43,22,False,0.1
43,55,False,0.1
9,31,False,0.1
32,23,False,0.1
43,33,False,0.1
31,48,False,0.1
57,53,False,0.1
15,28,False,0.1
