Time,250070
a,b,valid,Percentage_of_results
7,45,False,0.5
27,29,False,0.5
63,17,False,3.0
7,55,False,0.6
19,23,False,0.5
13,17,False,0.2
7,37,False,0.7
25,12,False,0.1
19,61,False,0.8
19,53,False,0.5
25,31,False,0.9
53,19,False,0.3
9,51,False,0.1
23,37,False,0.5
18,47,False,0.1
3,61,False,0.2
31,17,False,0.8
21,23,False,0.8
3,63,False,0.9
19,57,False,0.1
27,21,False,0.7
1,31,False,0.6
2,29,False,0.1
17,31,False,2.6
23,17,False,0.8
5,11,False,0.1
19,21,False,0.7
1,63,False,0.7
5,63,False,2.3
19,43,False,0.1
55,21,False,1.7
23,41,False,0.1
59,17,False,0.4
21,27,False,0.4
19,29,False,0.9
29,23,False,0.1
31,21,False,1.8
7,53,False,0.6
19,31,False,0.7
12,31,False,0.1
55,17,False,1.7
23,53,False,2.3
5,61,False,0.4
21,45,False,0.1
29,9,False,0.1
27,17,False,0.3
25,23,False,0.2
21,3,False,0.1
17,27,False,0.3
7,51,False,0.3
3,23,False,0.4
1,29,False,0.1
25,63,False,0.2
21,31,False,1.0
23,39,False,0.2
11,29,False,0.3
23,51,False,0.2
23,31,False,0.4
51,29,False,0.3
23,29,False,0.5
5,57,False,0.1
21,29,False,0.2
15,46,False,0.1
19,63,False,1.4
11,53,False,0.1
27,37,False,0.1
19,47,False,0.5
22,53,False,0.1
21,57,False,0.3
11,45,False,0.1
55,33,False,0.1
25,29,False,0.5
19,37,False,0.3
5,59,False,0.2
23,33,False,0.4
13,25,False,0.1
11,61,False,0.3
29,17,False,0.3
7,49,False,0.1
25,19,False,0.3
26,17,False,0.1
1,59,False,0.2
5,31,False,0.4
39,29,False,0.1
23,23,False,0.5
53,23,False,0.4
49,31,False,0.6
21,63,False,1.0
21,55,False,1.0
13,53,False,0.2
27,45,False,0.1
13,63,False,0.2
21,59,False,0.3
47,21,False,0.1
11,47,False,0.1
11,57,False,0.1
27,59,False,0.1
61,17,False,0.7
17,63,False,1.5
15,41,False,0.2
31,25,False,0.1
7,61,False,0.1
18,63,False,0.1
11,59,False,0.1
27,22,False,0.2
27,23,False,0.3
27,19,False,0.1
