Time,250059
a,b,valid,Percentage_of_results
7,57,False,1.1
7,45,False,1.4
7,59,False,0.4
55,5,False,0.4
11,41,False,0.7
3,41,False,0.2
9,43,False,0.1
7,61,False,1.4
59,3,False,0.1
3,59,False,0.5
43,5,False,0.3
63,1,False,1.5
15,61,False,2.6
3,57,False,0.1
3,61,False,1.0
15,53,False,0.2
15,45,False,3.3
7,63,False,1.7
5,63,False,0.7
13,15,False,0.5
1,47,False,0.1
39,9,False,0.2
11,37,False,0.4
7,43,False,0.5
15,59,False,1.2
15,29,False,0.9
15,41,False,2.9
15,13,False,0.6
29,9,False,0.1
11,9,False,0.2
5,47,False,0.3
11,61,False,0.9
7,41,False,0.5
11,45,False,1.8
11,57,False,0.4
31,41,False,1.7
3,45,False,0.9
15,57,False,1.4
47,21,False,0.8
7,53,False,0.1
47,9,False,1.2
63,9,False,0.7
31,9,False,0.3
3,53,False,0.1
39,13,False,0.1
14,47,False,0.5
7,39,False,0.1
6,29,False,0.1
53,19,False,0.1
47,29,False,1.1
45,13,False,0.3
11,53,False,0.2
31,17,False,0.5
14,45,False,0.4
27,35,False,0.2
27,5,False,0.1
7,55,False,0.3
47,13,False,0.6
27,33,False,0.3
3,47,False,0.5
63,17,False,1.2
11,63,False,0.6
55,1,False,0.5
15,25,False,0.8
23,7,False,0.1
19,29,False,0.1
7,27,False,0.4
11,13,False,0.2
15,9,False,0.4
7,9,False,0.1
7,37,False,0.2
7,23,False,0.2
31,25,False,0.7
31,5,False,0.2
15,55,False,0.4
47,1,False,0.3
39,25,False,0.2
11,55,False,0.1
15,21,False,0.3
2,63,False,0.6
11,25,False,0.3
23,45,False,0.1
31,53,False,0.2
3,37,False,0.1
31,37,False,0.6
47,17,False,0.8
15,37,False,1.1
15,43,False,1.0
15,33,False,0.2
63,33,False,1.2
15,63,False,1.3
39,37,False,0.2
11,44,False,0.1
9,41,False,0.1
21,15,False,0.1
59,17,False,0.1
6,63,False,1.4
47,37,False,0.7
47,25,False,1.0
27,41,False,0.3
31,21,False,0.4
15,39,False,0.4
63,16,False,0.1
39,3,False,0.1
15,27,False,0.6
55,29,False,0.1
1,63,False,0.4
15,32,False,0.1
7,15,False,0.2
31,19,False,0.3
59,5,False,0.2
15,47,False,2.0
45,11,False,0.1
15,44,False,0.1
37,15,False,0.1
1,57,False,0.1
47,5,False,0.4
14,29,False,0.1
14,61,False,0.3
14,31,False,0.1
23,43,False,0.1
15,51,False,0.3
6,57,False,0.1
19,47,False,0.2
26,21,False,0.1
63,37,False,0.1
13,47,False,0.2
63,0,False,0.1
31,35,False,0.6
9,31,False,0.1
57,9,False,0.1
63,5,False,0.3
47,27,False,0.2
7,31,False,0.2
7,47,False,1.1
15,17,False,0.1
46,5,False,0.2
46,29,False,0.1
9,37,False,0.1
55,3,False,0.2
59,1,False,0.3
55,35,False,0.1
14,63,False,0.9
59,21,False,0.1
11,11,False,0.1
2,59,False,0.1
23,47,False,0.1
62,23,False,0.1
31,33,False,0.7
15,23,False,0.1
63,19,False,0.1
61,21,False,0.1
12,63,False,0.1
47,33,False,0.3
31,45,False,0.4
26,53,False,0.1
11,21,False,0.2
27,39,False,0.1
7,33,False,0.1
13,61,False,0.2
63,21,False,0.1
31,51,False,0.1
39,57,False,0.2
47,23,False,0.1
43,61,False,0.3
11,29,False,0.2
15,5,False,0.1
1,61,False,0.1
3,63,False,0.7
25,13,False,0.1
43,21,False,0.3
13,63,False,0.4
15,46,False,0.4
30,49,False,0.1
43,37,False,0.2
13,31,False,0.2
39,43,False,0.3
46,31,False,0.1
63,13,False,0.1
19,43,False,0.1
43,13,False,0.2
31,43,False,0.4
27,43,False,0.1
23,41,False,0.1
19,39,False,0.1
63,7,False,0.1
7,51,False,0.1
19,59,False,0.1
14,5,False,0.1
14,55,False,0.1
11,43,False,0.2
10,31,False,0.1
10,29,False,0.1
14,57,False,0.1
31,23,False,0.1
2,61,False,0.1
55,17,False,0.1
31,40,False,0.2
5,7,False,0.1
4,27,False,0.1
46,37,False,0.2
47,22,False,0.1
4,35,False,0.1
47,61,False,0.4
23,35,False,0.1
47,45,False,1.0
47,41,False,0.8
3,29,False,0.1
15,8,False,0.1
10,61,False,0.2
23,9,False,0.1
61,1,False,0.1
15,10,False,0.1
31,32,False,0.1
62,5,False,0.1
21,13,False,0.1
11,35,False,0.1
39,19,False,0.2
22,5,False,0.1
3,55,False,0.2
10,63,False,0.2
23,55,False,0.1
5,31,False,0.1
43,29,False,0.1
47,32,False,0.1
23,31,False,0.1
63,41,False,0.5
39,31,False,0.3
27,57,False,0.2
9,29,False,0.1
38,61,False,0.1
47,7,False,0.1
15,40,False,0.3
59,35,False,0.1
46,25,False,0.1
31,49,False,0.2
11,15,False,0.2
15,49,False,0.2
14,39,False,0.1
39,61,False,0.1
46,23,False,0.1
11,59,False,0.3
51,12,False,0.1
31,1,False,0.1
41,37,False,0.1
47,15,False,0.1
13,30,False,0.1
42,5,False,0.1
55,19,False,0.1
39,45,False,0.1
15,31,False,0.2
13,17,False,0.1
39,1,False,0.1
14,53,False,0.1
14,59,False,0.1
30,45,False,0.1
15,15,False,0.1
9,15,False,0.1
31,63,False,0.1
13,45,False,0.1
31,24,False,0.1
63,32,False,0.1
6,59,False,0.1
9,45,False,0.1
38,31,False,0.1
39,21,False,0.2
47,43,False,0.1
31,47,False,0.1
46,19,False,0.1
55,21,False,0.1
8,63,False,0.1
63,3,False,0.2
45,53,False,0.1
18,61,False,0.1
4,31,False,0.1
55,57,False,0.1
45,61,False,0.1
47,8,False,0.1
63,25,False,0.3
15,35,False,0.1
11,39,False,0.2
63,24,False,0.4
63,35,False,0.1
55,13,False,0.1
31,27,False,0.2
4,29,False,0.1
39,11,False,0.1
10,39,False,0.1
47,3,False,0.1
47,14,False,0.1
14,15,False,0.1
47,20,False,0.1
47,57,False,0.2
27,19,False,0.1
46,53,False,0.1
27,37,False,0.1
11,31,False,0.1
7,19,False,0.1
39,59,False,0.1
47,24,False,0.2
7,29,False,0.1
23,61,False,0.1
3,43,False,0.1
55,9,False,0.1
23,33,False,0.1
8,47,False,0.1
31,11,False,0.1
63,11,False,0.1
47,49,False,0.1
23,27,False,0.1
13,55,False,0.1
63,10,False,0.1
39,41,False,0.1
23,63,False,0.1
39,5,False,0.1
6,45,False,0.1
13,43,False,0.1
51,15,False,0.1
63,43,False,0.2
6,55,False,0.1
63,47,False,0.1
42,63,False,0.1
45,47,False,0.1
9,47,False,0.1
6,47,False,0.1
46,45,False,0.1
15,28,False,0.1
62,9,False,0.1
