Time,127097
a,b,valid,Percentage_of_results
31,37,False,0.6
15,37,False,1.3
15,5,False,0.2
15,19,False,0.7
15,61,False,0.1
11,63,False,0.4
2,63,False,0.4
11,53,False,0.4
31,19,False,0.5
7,57,False,0.1
35,19,False,0.1
23,35,False,0.8
31,33,False,0.8
37,39,False,0.1
15,51,False,1.4
9,39,False,0.2
9,53,False,0.1
14,35,False,0.6
41,3,False,0.1
27,35,False,1.0
51,37,False,0.1
11,51,False,0.4
14,27,False,0.2
43,1,False,0.1
47,19,False,0.5
10,11,False,0.1
29,7,False,0.1
41,39,False,0.2
43,7,False,0.1
11,21,False,0.2
9,47,False,0.1
31,49,False,0.1
13,37,False,0.1
59,9,False,0.2
9,51,False,0.2
11,49,False,0.3
29,23,False,0.1
11,3,False,0.1
22,3,False,0.1
19,27,False,0.2
11,55,False,2.3
47,17,False,0.2
11,45,False,0.2
14,23,False,0.2
7,3,False,0.2
3,37,False,0.3
3,23,False,0.2
45,7,False,0.1
6,39,False,0.5
47,2,False,0.2
62,35,False,0.3
27,23,False,0.2
38,43,False,0.1
13,39,False,0.6
6,51,False,0.3
11,43,False,0.5
46,35,False,0.6
13,23,True,0.5
15,35,False,2.8
27,51,False,0.4
27,47,False,0.3
35,35,False,0.1
38,27,False,0.1
7,55,False,0.2
43,35,False,0.8
5,23,False,0.1
43,39,False,1.2
19,51,False,0.3
29,51,False,0.1
11,35,False,0.9
15,33,False,0.3
31,39,False,0.9
27,49,False,0.1
31,5,False,0.5
22,55,False,0.3
5,54,False,0.1
55,13,False,0.1
47,3,False,0.4
7,21,False,0.1
13,55,False,0.8
27,39,False,1.1
15,53,False,0.2
30,7,False,0.2
27,33,False,0.3
31,51,False,0.9
58,1,False,0.1
46,7,False,0.2
10,25,False,0.1
57,15,False,0.1
13,51,False,0.4
14,51,False,1.1
47,33,False,0.3
31,11,False,0.1
14,11,False,0.2
25,35,False,0.1
34,23,False,0.2
43,37,False,0.1
11,37,False,0.3
7,35,False,0.4
63,1,False,0.2
55,21,False,0.1
7,37,False,0.1
43,19,False,0.3
23,51,False,0.2
15,23,False,0.1
19,35,False,0.4
19,63,False,0.2
35,23,False,0.1
11,39,False,1.6
55,27,False,0.1
7,53,False,0.1
14,55,False,1.1
2,31,False,0.1
23,25,False,0.1
43,27,False,0.1
35,57,False,0.1
17,39,False,0.1
22,63,False,0.1
10,51,False,0.2
18,35,False,0.1
15,39,False,1.6
10,55,False,0.1
55,19,False,0.4
27,5,False,0.1
11,31,False,0.3
39,39,False,0.1
59,37,False,0.1
23,34,False,0.1
63,3,False,0.5
17,63,False,0.1
53,7,False,0.1
13,19,False,0.1
30,35,False,0.4
14,19,False,0.2
39,37,False,0.1
3,57,False,0.1
31,35,False,1.7
25,47,False,0.1
30,51,False,0.4
21,3,False,0.1
14,39,False,0.5
26,39,False,0.1
58,13,False,0.1
29,6,False,0.1
31,17,False,0.2
19,47,False,0.2
15,43,False,0.2
35,51,False,0.3
27,59,False,0.1
2,47,False,0.2
43,45,False,0.1
47,37,False,0.2
1,59,False,0.2
15,49,False,0.1
23,55,False,0.4
43,3,False,0.2
35,37,False,0.1
7,39,False,0.2
43,41,False,0.2
3,63,False,0.1
7,23,False,0.1
47,51,False,0.1
17,23,False,0.1
45,35,False,0.3
63,39,False,0.4
10,35,False,0.5
25,54,False,0.1
31,3,False,0.6
27,9,False,0.3
47,35,False,1.5
63,19,False,0.3
31,34,False,0.2
6,23,False,0.1
34,17,False,0.1
47,21,False,0.2
25,43,False,0.1
9,55,False,0.2
35,49,False,0.1
3,47,False,0.2
3,51,False,0.4
27,55,False,0.5
14,3,False,0.1
9,59,False,0.2
30,5,False,0.1
45,19,False,0.2
11,59,False,0.2
30,55,False,0.3
14,49,False,0.1
26,51,False,0.1
6,37,False,0.1
61,39,False,0.3
10,23,False,0.6
3,35,False,0.1
14,43,False,0.4
10,43,False,0.2
26,3,False,0.1
9,7,False,0.1
31,1,False,0.1
7,51,False,0.1
11,47,False,0.7
11,23,False,0.2
27,53,False,0.1
43,29,False,0.1
47,34,False,0.1
6,55,False,0.2
23,39,False,0.5
39,21,False,0.1
22,51,False,0.2
63,27,False,0.1
11,33,False,0.3
30,21,False,0.1
54,51,False,0.1
39,35,False,0.1
5,55,False,0.2
46,17,False,0.1
19,45,False,0.2
27,26,False,0.1
19,53,False,0.1
19,23,False,0.1
15,55,False,0.5
2,41,False,0.1
7,33,False,0.1
63,7,False,0.1
58,35,False,0.3
10,53,False,0.1
63,37,False,0.2
26,55,False,0.2
25,34,False,0.1
7,47,False,0.1
47,1,False,0.1
53,51,False,0.1
21,51,False,0.1
41,55,False,0.1
18,47,False,0.1
63,17,False,0.3
25,46,False,0.1
51,11,False,0.3
25,39,False,0.1
50,51,False,0.1
43,13,False,0.2
6,43,False,0.1
30,39,False,0.7
43,17,False,0.1
18,15,False,0.1
17,45,False,0.2
11,1,False,0.1
42,15,False,0.2
59,43,False,0.2
63,33,False,0.3
14,5,False,0.1
10,39,False,0.7
23,23,False,0.3
45,34,False,0.1
15,7,False,0.3
43,51,False,0.2
27,43,False,0.2
7,27,False,0.1
47,5,False,0.2
47,43,False,0.2
3,31,False,0.2
10,59,False,0.2
10,47,False,0.1
3,39,False,0.1
47,47,False,0.1
55,35,False,0.3
27,7,False,0.2
13,63,False,0.1
15,36,False,0.1
3,11,False,0.1
41,46,False,0.1
11,61,False,0.1
59,23,False,0.1
29,39,False,0.1
41,11,False,0.1
10,61,False,0.1
