Time,250019
a,b,valid,Percentage_of_results
13,23,True,1.2
13,15,False,0.2
25,23,False,0.6
15,5,False,0.9
11,23,False,1.9
21,7,False,1.7
15,21,False,1.8
11,21,False,0.9
9,23,False,1.3
27,5,False,0.1
23,19,False,1.1
21,15,False,0.3
5,23,False,0.8
13,31,False,0.9
9,31,False,1.6
11,19,False,0.7
5,7,False,0.7
9,27,False,0.6
31,5,False,0.5
23,5,False,0.6
5,21,False,0.2
15,17,False,1.1
13,29,False,0.4
23,21,False,0.5
19,23,False,1.6
21,23,False,0.3
29,19,False,0.6
13,21,False,0.7
11,29,False,0.3
7,5,False,0.5
5,31,False,1.0
25,7,False,0.5
27,17,False,0.1
23,7,False,0.7
19,7,False,0.4
1,23,False,1.9
1,15,False,0.7
29,3,False,1.0
3,17,False,0.1
1,31,False,3.3
19,15,False,0.3
13,19,False,0.3
13,30,False,0.2
19,5,False,0.2
3,29,False,0.7
13,22,False,0.1
3,23,False,2.1
7,6,False,0.7
31,6,False,0.2
15,19,False,0.9
11,25,False,0.1
1,21,False,0.3
31,19,False,1.9
3,21,False,0.7
9,7,False,0.5
13,3,False,0.2
29,7,False,0.6
13,7,False,0.6
29,10,False,0.2
9,3,False,0.2
1,13,False,0.3
17,31,False,0.5
21,3,False,1.0
29,2,False,0.2
19,19,False,0.4
3,31,False,2.3
23,23,False,0.8
11,31,False,1.1
15,7,False,0.6
30,3,False,0.6
31,14,False,0.1
11,7,False,0.8
17,7,False,0.2
11,30,False,0.1
25,15,False,0.1
31,22,False,0.1
15,29,False,0.1
7,21,False,0.5
27,7,False,0.4
23,3,False,0.3
5,29,False,0.2
17,23,False,0.5
27,18,False,0.3
29,6,False,0.2
5,15,False,1.1
11,17,False,0.4
3,5,False,0.1
31,21,False,0.6
31,17,False,1.6
9,21,False,0.2
30,17,False,0.1
31,1,False,1.7
9,15,False,0.3
5,5,False,0.1
25,3,False,0.3
11,15,False,0.3
7,7,False,0.7
7,19,False,0.2
7,22,False,0.5
3,22,False,0.3
19,31,False,0.7
15,20,False,0.5
1,29,False,0.2
31,23,False,0.7
31,2,False,1.0
31,7,False,0.9
31,11,False,0.3
21,11,False,0.2
31,3,False,1.8
1,7,False,0.4
7,3,False,0.2
1,19,False,0.1
15,22,False,0.6
7,18,False,0.2
23,6,False,0.3
7,31,False,0.6
29,23,False,0.2
13,5,False,0.2
15,25,False,0.5
23,17,False,0.4
23,4,False,0.1
5,6,False,0.1
3,27,False,0.5
27,19,False,0.7
27,21,False,0.3
23,1,False,0.2
7,23,False,1.5
13,17,False,0.2
25,27,False,0.1
15,23,False,0.8
11,22,False,0.2
12,23,False,0.1
12,19,False,0.2
20,3,False,0.2
19,11,False,0.1
27,3,False,0.1
13,27,False,0.3
15,3,False,0.6
11,27,False,0.5
13,11,False,0.3
27,15,False,0.1
31,18,False,0.6
17,15,False,0.2
7,30,False,0.1
9,28,False,0.2
29,22,False,0.1
7,29,False,0.4
14,25,False,0.1
6,7,False,0.1
6,27,False,0.2
15,1,False,0.3
21,19,False,0.1
15,6,False,0.4
11,16,False,0.1
29,13,False,0.1
4,23,False,0.1
14,3,False,0.2
30,11,False,0.1
7,13,False,0.1
3,7,False,0.1
15,27,False,0.2
15,13,False,0.1
9,30,False,0.2
27,11,False,0.3
27,23,False,0.3
19,29,False,0.1
14,23,False,0.1
31,10,False,0.1
15,16,False,0.5
5,27,False,0.2
19,30,False,0.1
29,1,False,0.3
0,7,False,0.4
15,18,False,0.2
17,20,False,0.1
27,22,False,0.3
6,9,False,0.1
3,15,False,0.2
15,4,False,0.2
17,14,False,0.1
2,23,False,0.1
21,5,False,0.1
29,27,False,0.2
31,8,False,0.1
23,24,False,0.1
9,29,False,0.3
15,31,False,0.2
11,5,False,0.2
23,27,False,0.2
13,14,False,0.1
27,27,False,0.4
11,26,False,0.1
5,9,False,0.1
23,15,False,0.3
13,4,False,0.2
7,11,False,0.3
3,30,False,0.2
25,31,False,0.1
13,6,False,0.1
21,6,False,0.2
23,22,False,0.2
29,9,False,0.1
15,2,False,0.3
12,25,False,0.1
9,19,False,0.1
21,31,False,0.1
13,25,False,0.1
5,28,False,0.1
31,4,False,0.2
11,2,False,0.1
7,15,False,0.2
3,4,False,0.1
18,3,False,0.1
5,14,False,0.1
28,19,False,0.1
0,31,False,0.1
6,17,False,0.1
23,11,False,0.2
9,22,False,0.1
6,3,False,0.1
1,22,False,0.1
27,6,False,0.1
14,19,False,0.1
7,17,False,0.1
31,0,False,0.1
31,31,False,0.1
11,11,False,0.1
29,11,False,0.2
12,29,False,0.1
31,25,False,0.1
29,8,False,0.1
23,25,False,0.1
15,26,False,0.1
29,0,False,0.1
5,22,False,0.1
0,23,False,0.1
29,17,False,0.1
4,15,False,0.1
15,28,False,0.1
19,27,False,0.1
28,15,False,0.1
31,16,False,0.1
29,30,False,0.1
26,19,False,0.1
23,29,False,0.1
29,5,False,0.1
30,23,False,0.1
15,30,False,0.1
26,31,False,0.1
4,7,False,0.1
13,16,False,0.1
23,31,False,0.1
23,14,False,0.1
