Time,147267
a,b,valid,Percentage_of_results
21,15,False,1.6
17,27,False,1.5
5,31,False,3.6
21,21,False,2.0
5,21,False,2.2
1,15,False,1.2
3,13,False,0.4
21,27,False,1.1
21,19,False,0.6
17,13,False,0.4
21,17,False,1.0
19,9,False,0.4
1,27,False,0.8
13,19,False,0.2
21,11,False,0.2
1,29,False,2.0
7,7,False,0.6
19,21,False,0.4
7,15,False,0.3
5,29,False,2.7
17,31,False,1.7
21,13,False,1.0
13,21,False,0.5
11,5,False,0.3
17,15,False,0.3
23,5,False,0.4
3,29,False,0.1
17,9,False,0.2
3,15,False,0.3
1,7,False,0.6
25,7,False,0.1
7,21,False,0.6
3,25,False,0.2
13,7,False,0.2
9,21,False,0.3
13,13,False,0.5
23,9,False,0.4
17,11,False,0.2
17,17,False,0.8
5,18,False,0.1
17,19,False,0.5
13,15,False,0.4
5,23,False,2.5
9,23,False,0.3
21,29,False,1.0
5,15,False,1.9
23,15,False,0.5
19,15,False,0.2
19,13,False,0.5
21,23,False,1.3
17,23,False,0.7
1,23,False,1.5
5,5,False,1.2
3,9,False,0.3
19,11,False,0.2
1,31,False,1.6
23,13,True,0.3
21,31,False,0.9
17,29,False,1.0
13,31,False,0.1
7,13,False,0.6
5,25,False,0.8
17,21,False,0.5
5,19,False,0.5
5,27,False,0.6
7,9,False,0.3
5,11,False,0.6
18,21,False,0.2
0,31,False,0.4
1,17,False,0.3
1,19,False,0.5
25,25,False,0.3
25,13,False,0.2
21,22,False,0.2
25,17,False,0.3
21,18,False,0.2
17,25,False,1.3
21,3,False,0.1
25,9,False,0.2
1,3,False,0.2
17,12,False,0.1
23,7,False,0.2
23,21,False,0.5
5,30,False,0.5
19,5,False,0.4
29,5,False,0.5
18,11,False,0.1
1,25,False,0.3
5,7,False,1.1
1,21,False,1.1
1,9,False,0.2
9,13,False,0.3
20,15,False,0.3
1,5,False,0.3
29,17,False,0.3
1,22,False,0.3
5,13,False,1.5
19,10,False,0.2
21,7,False,0.6
13,25,False,0.2
9,17,False,0.1
23,8,False,0.1
7,1,False,0.2
17,5,False,0.2
25,26,False,0.1
5,28,False,0.4
13,5,False,0.2
0,21,False,0.2
4,29,False,0.9
25,11,False,0.1
14,23,False,0.1
2,15,False,0.1
7,31,False,0.3
25,15,False,0.1
13,23,True,0.3
19,29,False,0.1
6,15,False,0.5
29,7,False,0.1
7,5,False,0.5
17,28,False,0.2
5,26,False,0.1
9,5,False,0.3
19,12,False,0.1
9,29,False,0.2
13,9,False,0.2
19,25,False,0.1
21,28,False,0.5
23,25,False,0.1
13,29,False,0.3
22,15,False,0.3
23,29,False,0.1
5,17,False,0.7
3,21,False,0.2
1,30,False,0.2
29,23,False,0.1
16,11,False,0.2
17,24,False,0.1
17,10,False,0.1
18,31,False,0.1
21,5,False,0.5
4,15,False,0.4
16,13,False,0.2
22,5,False,0.1
6,9,False,0.1
0,19,False,0.1
1,4,False,0.1
24,5,False,0.1
16,15,False,0.4
6,7,False,0.2
15,21,False,0.1
19,26,False,0.1
9,15,False,0.1
5,9,False,0.4
14,13,False,0.1
2,31,False,0.3
5,20,False,0.2
3,5,False,0.1
13,30,False,0.1
21,14,False,0.2
18,13,False,0.2
17,7,False,0.2
1,13,False,0.8
2,29,False,0.2
29,15,False,0.3
5,22,False,0.3
31,4,False,0.1
16,29,False,0.3
3,31,False,0.1
18,27,False,0.2
7,25,False,0.1
28,9,False,0.1
20,29,False,0.2
16,31,False,0.2
10,13,False,0.1
0,15,False,0.3
2,13,False,0.1
11,21,False,0.1
22,13,False,0.1
3,17,False,0.1
0,23,False,0.4
18,23,False,0.1
0,29,False,0.5
21,16,False,0.2
13,24,False,0.2
20,31,False,0.5
20,11,False,0.1
15,13,False,0.1
31,13,False,0.1
21,9,False,0.5
13,20,False,0.1
22,11,False,0.1
13,22,False,0.1
31,11,False,0.2
19,31,False,0.1
24,9,False,0.1
21,25,False,0.7
29,19,False,0.1
23,1,False,0.2
4,25,False,0.1
4,21,False,0.4
4,31,False,0.7
11,13,False,0.1
1,26,False,0.1
6,23,False,0.1
21,6,False,0.1
7,29,False,0.1
8,13,False,0.1
4,17,False,0.1
16,5,False,0.1
0,7,False,0.2
4,19,False,0.1
18,15,False,0.2
23,19,False,0.2
21,1,False,0.2
19,27,False,0.1
17,30,False,0.2
3,7,False,0.3
16,7,False,0.1
5,8,False,0.1
9,4,False,0.1
30,7,False,0.1
2,7,False,0.1
21,30,False,0.1
15,5,False,0.2
21,24,False,0.1
4,23,False,0.3
12,21,False,0.2
21,20,False,0.3
14,7,False,0.1
2,9,False,0.1
4,7,False,0.1
0,17,False,0.1
29,13,False,0.2
6,13,False,0.1
12,23,False,0.1
20,5,False,0.1
12,7,False,0.1
23,16,False,0.2
17,3,False,0.1
3,11,False,0.1
23,3,False,0.1
25,29,False,0.3
7,19,False,0.1
28,13,False,0.1
5,4,False,0.2
21,8,False,0.1
12,13,False,0.1
4,27,False,0.2
4,13,False,0.3
0,27,False,0.3
0,13,False,0.2
22,25,False,0.2
7,4,False,0.1
25,21,False,0.1
16,27,False,0.1
29,12,False,0.1
18,9,False,0.1
22,9,False,0.1
