Time,133705
a,b,valid,Percentage_of_results
9,27,False,0.6
7,15,False,0.5
23,29,False,0.5
19,21,False,1.6
19,15,False,0.2
19,25,False,0.5
3,25,False,0.6
15,25,False,0.4
11,29,False,4.0
19,13,False,0.6
9,29,False,0.9
7,31,False,2.4
15,21,False,1.1
27,21,False,0.7
15,13,False,0.8
13,29,False,0.3
11,25,False,1.3
7,25,False,0.9
21,15,False,0.1
17,27,False,0.5
9,31,False,1.7
15,17,False,0.4
27,13,False,0.4
19,29,False,1.5
3,29,False,3.1
9,23,False,0.9
31,9,False,0.3
15,31,False,0.5
13,31,False,0.9
17,31,False,0.8
15,10,False,0.1
1,27,False,0.8
19,17,False,0.5
11,31,False,2.9
29,13,False,0.5
11,21,False,0.7
13,28,False,0.1
11,23,False,1.4
7,29,False,2.2
3,27,False,1.1
5,21,False,0.2
3,21,False,1.4
13,23,True,0.4
17,15,False,0.5
7,17,False,0.2
29,15,False,0.4
11,9,False,0.6
1,15,False,0.6
15,15,False,0.7
3,31,False,3.6
7,23,False,1.6
11,19,False,0.8
11,13,False,1.0
13,27,False,0.5
27,23,False,0.3
5,23,False,0.4
9,15,False,0.5
3,23,False,1.6
1,31,False,1.8
31,5,False,0.3
23,19,False,0.1
17,11,False,0.1
7,21,False,0.5
31,21,False,0.6
5,31,False,1.8
23,21,False,1.2
15,29,False,1.4
7,19,False,0.6
6,23,False,0.1
13,26,False,0.1
19,31,False,1.1
5,15,False,0.7
13,15,False,1.1
18,29,False,0.1
21,22,False,0.1
21,5,False,0.1
17,19,False,0.1
1,23,False,0.6
22,23,False,0.3
21,9,False,0.2
10,17,False,0.1
5,3,False,0.1
3,17,False,0.2
3,11,False,0.3
23,17,False,0.3
15,9,False,0.8
11,27,False,0.9
15,23,False,0.3
31,13,False,0.4
23,13,True,0.3
7,11,False,0.2
22,13,False,0.3
27,29,False,0.5
13,13,False,0.4
11,17,False,0.3
18,31,False,0.2
17,23,False,0.6
9,21,False,0.1
15,19,False,0.2
1,21,False,0.2
21,31,False,0.2
7,27,False,0.6
23,25,False,0.1
9,11,False,0.2
14,13,False,0.1
10,31,False,0.5
11,22,False,0.2
2,25,False,0.1
17,29,False,0.5
8,21,False,0.1
23,15,False,0.3
19,19,False,0.3
19,22,False,0.1
3,13,False,0.2
27,9,False,0.1
11,11,False,0.3
15,27,False,0.6
16,21,False,0.1
11,26,False,0.3
11,5,False,0.1
27,25,False,0.1
3,22,False,0.3
7,22,False,0.1
2,31,False,0.2
7,13,False,0.4
6,13,False,0.1
10,27,False,0.3
19,28,False,0.2
17,21,False,0.3
13,11,False,0.1
19,18,False,0.2
6,27,False,0.1
6,31,False,0.5
5,19,False,0.1
31,11,False,0.2
19,23,False,0.9
14,23,False,0.1
15,11,False,0.5
31,17,False,0.1
15,28,False,0.1
27,20,False,0.1
7,28,False,0.2
25,23,False,0.3
25,20,False,0.1
19,26,False,0.1
6,29,False,0.1
21,23,False,0.3
23,23,False,0.6
16,31,False,0.1
27,17,False,0.5
15,6,False,0.1
5,27,False,0.1
11,24,False,0.1
6,11,False,0.1
5,5,False,0.2
14,27,False,0.1
26,23,False,0.1
13,3,False,0.1
29,3,False,0.1
25,29,False,0.3
7,5,False,0.1
27,27,False,0.3
23,31,False,0.1
29,5,False,0.1
11,15,False,0.5
17,22,False,0.1
25,15,False,0.1
31,29,False,0.2
3,19,False,0.1
27,11,False,0.3
2,19,False,0.1
25,12,False,0.1
19,5,False,0.1
8,9,False,0.1
26,13,False,0.1
1,13,False,0.1
16,29,False,0.1
3,7,False,0.2
14,3,False,0.1
1,30,False,0.1
26,21,False,0.1
1,29,False,0.1
23,11,False,0.1
7,14,False,0.2
7,7,False,0.2
6,7,False,0.1
27,5,False,0.2
29,14,False,0.1
9,3,False,0.1
9,5,False,0.1
25,1,False,0.1
3,20,False,0.1
5,17,False,0.1
18,19,False,0.2
7,30,False,0.3
25,21,False,0.2
24,15,False,0.1
27,15,False,0.1
10,13,False,0.1
0,27,False,0.1
10,25,False,0.1
15,5,False,0.1
11,28,False,0.1
13,24,False,0.1
21,14,False,0.1
21,13,False,0.1
20,13,False,0.1
14,15,False,0.1
25,13,False,0.2
17,9,False,0.1
9,30,False,0.1
3,15,False,0.3
30,29,False,0.1
18,15,False,0.1
1,11,False,0.1
15,12,False,0.1
7,9,False,0.1
27,24,False,0.2
30,13,False,0.1
27,8,False,0.1
19,6,False,0.1
13,7,False,0.1
11,10,False,0.2
15,22,False,0.3
13,22,False,0.1
27,31,False,0.1
3,30,False,0.1
27,3,False,0.1
23,7,False,0.1
21,25,False,0.1
29,17,False,0.1
15,20,False,0.1
0,31,False,0.1
19,30,False,0.2
27,19,False,0.1
19,24,False,0.1
8,27,False,0.1
23,5,False,0.1
4,13,False,0.1
15,3,False,0.1
6,19,False,0.1
17,14,False,0.1
19,27,False,0.1
21,21,False,0.1
12,31,False,0.1
17,3,False,0.1
31,1,False,0.1
25,27,False,0.1
14,5,False,0.1
23,4,False,0.1
31,27,False,0.1
26,31,False,0.1
11,30,False,0.1
29,19,False,0.1
10,21,False,0.1
2,29,False,0.1
