Time,140302
a,b,valid,Percentage_of_results
15,21,False,1.4
3,25,False,0.1
7,15,False,0.5
21,31,False,0.8
13,23,True,0.5
9,29,False,0.2
15,5,False,0.7
11,29,False,1.4
25,19,False,0.1
7,23,False,0.8
27,11,False,1.2
11,27,False,1.9
15,29,False,3.1
13,29,False,0.6
5,27,False,0.5
7,29,False,1.1
11,24,False,0.1
13,15,False,0.4
15,25,False,1.6
27,15,False,0.7
15,17,False,1.0
1,7,False,0.1
23,15,False,0.8
15,23,False,1.6
15,31,False,1.5
13,31,False,2.0
22,11,False,0.1
23,13,True,0.2
15,27,False,1.8
5,29,False,0.5
23,7,False,0.5
11,25,False,1.1
29,23,False,0.4
27,1,False,0.1
11,19,False,1.4
7,13,False,0.9
25,11,False,0.1
21,15,False,0.5
23,21,False,0.1
19,21,False,0.2
21,14,False,0.2
27,9,False,0.3
31,19,False,0.5
22,15,False,0.2
31,17,False,0.2
7,17,False,0.2
5,5,False,0.1
17,11,False,0.1
7,31,False,1.7
31,13,False,1.5
15,15,False,1.2
31,7,False,0.8
31,11,False,0.9
14,29,False,0.8
31,21,False,0.3
15,13,False,2.1
29,19,False,0.3
13,27,False,1.3
31,5,False,0.6
5,15,False,0.4
19,18,False,0.1
13,28,False,0.1
10,31,False,0.8
11,22,False,0.3
6,31,False,0.3
23,29,False,0.4
3,31,False,0.7
9,21,False,0.4
14,31,False,0.6
23,22,False,0.1
19,27,False,0.8
1,29,False,0.1
19,15,False,0.2
6,7,False,0.1
11,17,False,0.8
25,14,False,0.2
25,15,False,0.2
9,3,False,0.1
29,7,False,0.2
29,11,False,0.5
3,23,False,0.7
5,31,False,1.0
7,7,False,0.3
11,23,False,0.9
23,31,False,0.7
19,13,False,0.3
17,31,False,0.5
10,27,False,0.5
21,23,False,0.4
6,29,False,0.1
25,23,False,0.2
7,19,False,0.2
27,19,False,0.2
15,14,False,0.3
24,11,False,0.1
27,21,False,0.3
11,31,False,0.7
31,2,False,0.2
5,17,False,0.1
9,31,False,0.5
7,11,False,0.4
25,31,False,0.2
15,19,False,1.4
23,5,False,0.1
29,15,False,1.1
30,19,False,0.1
14,25,False,0.5
13,24,False,0.2
5,22,False,0.1
21,27,False,0.1
10,9,False,0.1
11,21,False,0.5
11,13,False,0.5
21,29,False,0.2
31,18,False,0.5
31,14,False,0.3
17,15,False,0.2
11,1,False,0.1
9,17,False,0.1
29,13,False,0.2
5,23,False,0.2
23,19,False,0.1
11,11,False,0.4
23,23,False,0.7
15,11,False,0.9
7,30,False,0.3
25,9,False,0.1
19,23,False,0.3
7,21,False,0.4
9,27,False,0.4
31,9,False,1.0
9,30,False,0.2
1,31,False,0.2
13,25,False,0.5
22,13,False,0.1
26,23,False,0.2
3,5,False,0.1
14,15,False,0.2
11,30,False,0.3
14,23,False,0.3
29,31,False,0.2
22,31,False,0.3
9,15,False,0.4
27,25,False,0.1
27,7,False,0.3
30,15,False,0.3
3,19,False,0.5
14,19,False,0.3
13,26,False,0.1
22,23,False,0.3
10,23,False,0.1
17,27,False,0.2
7,27,False,0.5
22,27,False,0.1
15,18,False,0.2
7,25,False,0.2
13,21,False,0.2
31,12,False,0.1
9,18,False,0.1
31,15,False,0.5
23,11,False,0.1
21,13,False,0.2
19,11,False,0.2
31,29,False,0.3
27,17,False,0.3
25,3,False,0.1
15,6,False,0.1
17,23,False,0.1
5,28,False,0.1
19,31,False,0.4
30,13,False,0.3
27,2,False,0.1
13,11,False,0.3
29,6,False,0.2
3,27,False,0.2
31,25,False,0.2
11,15,False,0.6
19,25,False,0.1
5,21,False,0.2
21,30,False,0.2
3,13,False,0.1
15,20,False,0.2
19,30,False,0.1
6,13,False,0.1
22,7,False,0.1
25,21,False,0.1
15,9,False,0.3
26,25,False,0.1
6,23,False,0.2
19,17,False,0.1
30,7,False,0.1
21,22,False,0.2
24,13,False,0.1
12,3,False,0.1
9,26,False,0.1
10,3,False,0.1
15,30,False,0.6
25,13,False,0.1
23,27,False,0.3
15,10,False,0.2
29,9,False,0.3
27,29,False,0.2
3,29,False,0.2
17,25,False,0.1
13,19,False,0.2
15,26,False,0.1
14,21,False,0.3
21,7,False,0.2
26,27,False,0.1
13,13,False,0.2
6,19,False,0.2
29,10,False,0.1
12,13,False,0.1
29,21,False,0.2
14,11,False,0.2
10,11,False,0.1
1,23,False,0.1
10,15,False,0.2
0,23,False,0.1
9,11,False,0.1
27,27,False,0.3
27,22,False,0.1
20,15,False,0.1
7,5,False,0.1
27,23,False,0.2
31,31,False,0.1
7,20,False,0.1
31,26,False,0.1
23,26,False,0.1
13,5,False,0.1
15,7,False,0.4
14,27,False,0.2
26,31,False,0.2
11,7,False,0.1
18,31,False,0.1
2,31,False,0.1
30,23,False,0.1
15,16,False,0.1
15,28,False,0.1
27,18,False,0.1
7,28,False,0.1
29,5,False,0.1
28,15,False,0.1
10,13,False,0.1
11,28,False,0.1
27,31,False,0.2
13,17,False,0.1
31,27,False,0.2
7,9,False,0.1
29,14,False,0.2
11,5,False,0.2
23,3,False,0.1
27,5,False,0.1
25,5,False,0.1
5,20,False,0.1
23,30,False,0.2
13,30,False,0.1
24,7,False,0.1
15,3,False,0.2
7,14,False,0.1
7,3,False,0.1
1,30,False,0.1
31,6,False,0.1
7,6,False,0.1
10,29,False,0.2
27,12,False,0.1
30,9,False,0.1
17,22,False,0.1
30,21,False,0.1
29,27,False,0.1
28,11,False,0.1
31,3,False,0.1
31,28,False,0.3
14,5,False,0.1
3,15,False,0.1
6,15,False,0.1
21,21,False,0.1
25,27,False,0.1
19,26,False,0.1
27,26,False,0.1
24,15,False,0.1
1,17,False,0.1
30,3,False,0.1
10,21,False,0.1
15,24,False,0.1
13,7,False,0.1
29,12,False,0.1
29,18,False,0.1
31,23,False,0.1
5,7,False,0.1
31,24,False,0.1
