Time,250130
a,b,valid,Percentage_of_results
3,127,False,9.0
2,127,False,8.1
63,33,False,2.0
3,61,False,0.5
15,105,False,0.1
1,125,False,0.7
127,1,False,3.2
0,127,False,0.7
3,93,False,0.5
9,63,False,0.1
1,127,False,4.3
6,127,False,1.0
65,63,False,0.3
63,5,False,0.2
111,0,False,0.9
3,95,False,0.8
1,126,False,0.4
3,125,False,1.7
95,33,False,0.3
111,1,False,2.2
125,35,False,0.3
127,3,False,2.0
125,7,False,0.1
2,125,False,1.6
23,43,False,0.1
3,126,False,0.1
86,55,False,0.1
111,33,False,3.1
7,61,False,0.2
127,33,False,7.6
1,111,False,0.2
111,34,False,0.2
3,63,False,1.6
63,57,False,0.1
127,39,False,1.4
79,3,False,0.1
127,35,False,3.2
47,1,False,0.1
6,63,False,0.1
127,0,False,1.1
79,33,False,0.2
63,1,False,0.6
127,32,False,1.2
93,12,False,0.1
7,109,False,0.1
63,32,False,0.2
127,37,False,2.4
1,107,False,0.1
7,103,False,0.1
95,5,False,0.1
63,9,False,0.1
109,35,False,0.2
111,32,False,2.1
1,63,False,0.4
111,41,False,0.5
111,49,False,0.2
79,45,False,0.1
79,9,False,0.1
111,37,False,0.9
5,109,False,0.1
47,41,False,0.4
99,55,False,0.1
109,45,False,0.1
79,39,False,0.2
111,98,False,0.1
127,36,False,0.8
125,36,False,0.2
127,4,False,0.9
79,35,False,0.4
127,21,False,0.2
127,49,False,0.3
111,4,False,0.1
7,127,False,0.7
2,95,False,0.2
7,121,False,0.1
79,44,False,0.2
7,53,False,0.1
11,63,False,0.1
111,35,False,0.4
95,49,False,0.1
47,33,False,0.5
127,5,False,0.9
95,35,False,0.2
7,118,False,0.1
111,2,False,0.3
3,31,False,0.1
47,32,False,0.1
79,42,False,0.1
95,57,False,0.1
6,125,False,0.3
47,49,False,0.1
15,45,False,0.1
63,3,False,0.3
111,48,False,0.1
1,61,False,0.2
10,127,False,0.1
3,124,False,0.2
5,127,False,0.3
79,36,False,0.1
109,2,False,0.1
127,41,False,0.4
2,63,False,0.4
15,39,False,0.1
79,32,False,0.1
95,48,False,0.1
95,1,False,0.2
63,37,False,0.5
111,5,False,0.3
125,33,False,0.2
3,119,False,0.1
31,37,False,0.1
111,40,False,0.5
123,3,False,0.1
47,45,False,0.1
45,32,False,0.1
38,39,False,0.1
33,127,False,0.3
111,9,False,0.1
111,17,False,0.1
95,43,False,0.1
126,3,False,0.1
63,7,False,0.1
2,119,False,0.3
47,48,False,0.1
47,98,False,0.1
15,41,False,0.1
125,4,False,0.1
63,35,False,0.5
61,39,False,0.1
103,49,False,0.1
107,11,False,0.1
111,45,False,0.2
126,1,False,0.1
63,0,False,0.1
18,125,False,0.1
95,41,False,0.1
79,8,False,0.1
111,12,False,0.1
66,125,False,0.1
127,29,False,0.1
63,39,False,0.1
7,63,False,0.4
70,45,False,0.1
127,67,False,0.1
63,11,False,0.1
95,3,False,0.1
7,57,False,0.1
47,35,False,0.3
110,79,False,0.1
125,32,False,0.1
111,8,False,0.1
79,15,False,0.1
11,127,False,0.3
71,63,False,0.1
111,56,False,0.1
14,111,False,0.1
1,123,False,0.1
123,19,False,0.1
95,39,False,0.1
6,119,False,0.1
127,43,False,0.3
15,33,False,0.1
111,36,False,0.2
5,63,False,0.1
111,53,False,0.1
47,51,False,0.1
63,34,False,0.1
65,127,False,0.2
35,127,False,0.1
127,51,False,0.1
5,121,False,0.1
111,59,False,0.1
127,11,False,0.2
127,25,False,0.1
109,33,False,0.1
10,125,False,0.2
119,49,False,0.1
107,15,False,0.1
15,37,False,0.1
108,33,False,0.1
127,6,False,0.1
79,41,False,0.1
79,0,False,0.1
95,7,False,0.1
79,11,False,0.1
127,7,False,0.4
13,59,False,0.2
6,61,False,0.1
67,63,False,0.2
23,125,False,0.1
7,51,False,0.1
67,127,False,0.1
7,125,False,0.1
15,111,False,0.1
14,63,False,0.1
110,37,False,0.1
47,2,False,0.1
47,40,False,0.1
22,125,False,0.1
79,46,False,0.1
111,43,False,0.1
111,38,False,0.1
19,126,False,0.2
19,127,False,0.1
77,63,False,0.1
127,9,False,0.2
127,65,False,0.1
127,57,False,0.1
127,55,False,0.2
11,109,False,0.1
127,53,False,0.2
63,23,False,0.1
31,119,False,0.1
11,125,False,0.1
95,93,False,0.1
111,52,False,0.1
63,45,False,0.1
110,33,False,0.1
69,121,False,0.1
15,109,False,0.1
87,37,False,0.1
18,63,False,0.1
70,63,False,0.1
127,40,False,0.1
66,127,False,0.1
63,99,False,0.1
45,41,False,0.1
127,19,False,0.1
126,39,False,0.1
71,127,False,0.1
15,61,False,0.1
3,123,False,0.1
127,15,False,0.1
15,125,False,0.1
10,61,False,0.1
95,107,False,0.1
34,127,False,0.1
127,64,False,0.1
71,111,False,0.1
18,111,False,0.1
127,13,False,0.1
127,34,False,0.1
95,27,False,0.1
95,19,False,0.1
111,101,False,0.1
123,55,False,0.1
79,53,False,0.1
109,59,False,0.1
95,76,False,0.1
19,125,False,0.1
