Time,250012
a,b,valid,Percentage_of_results
9,31,False,0.9
1,11,False,1.9
7,11,False,1.1
5,27,False,1.3
19,11,False,0.4
5,31,False,8.4
7,5,False,0.5
5,15,False,6.2
1,27,False,2.0
11,11,False,1.0
17,15,False,1.3
13,11,False,1.0
29,3,False,0.3
11,3,False,0.4
9,11,False,0.7
1,31,False,12.2
1,7,False,0.4
7,27,False,2.5
7,7,False,0.7
3,11,False,1.4
9,15,False,2.0
7,31,False,3.2
5,7,False,0.6
7,25,False,0.3
27,9,False,0.1
31,1,False,0.2
3,31,False,2.9
3,27,False,1.9
1,15,False,6.6
5,23,False,1.2
1,23,False,0.3
25,11,False,0.3
27,3,False,0.1
25,15,False,0.4
25,27,False,0.1
31,9,False,0.9
7,19,False,0.4
7,29,False,0.4
15,11,False,1.7
13,3,False,0.4
5,11,False,1.0
29,11,False,0.3
15,25,False,0.3
15,5,False,0.3
9,7,False,0.3
15,27,False,0.9
6,27,False,0.2
11,27,False,0.5
21,11,False,0.1
17,11,False,0.3
31,3,False,0.8
9,3,False,0.2
27,15,False,0.2
23,3,False,0.4
23,11,False,0.5
9,19,False,0.1
7,13,False,0.4
25,3,False,0.2
7,23,False,0.9
30,11,False,0.2
9,23,False,0.2
2,31,False,0.5
29,7,False,0.1
15,29,False,0.3
6,31,False,0.5
4,23,False,0.1
13,15,False,0.8
14,7,False,0.1
23,9,False,0.3
3,15,False,1.1
6,7,False,0.1
25,7,False,0.3
15,15,False,0.3
11,15,False,0.5
26,15,False,0.1
14,27,False,0.2
7,17,False,0.1
8,15,False,0.2
21,7,False,0.1
15,9,False,0.9
2,3,False,0.1
3,29,False,0.2
5,3,False,0.1
27,11,False,0.7
9,27,False,0.5
21,15,False,0.2
3,7,False,0.3
27,7,False,0.2
1,3,False,0.2
23,27,False,0.2
7,15,False,1.3
23,1,False,0.2
11,1,False,0.1
23,5,False,0.3
13,27,False,0.4
5,13,False,0.2
14,3,False,0.1
29,1,False,0.1
27,5,False,0.1
4,11,False,0.2
7,26,False,0.1
15,3,False,0.1
15,31,False,0.4
13,31,False,0.3
14,11,False,0.4
31,13,False,0.1
11,31,False,0.3
1,30,False,0.1
23,15,False,0.2
29,15,False,0.1
29,13,False,0.2
17,31,False,0.1
19,29,False,0.1
5,29,False,0.3
3,5,False,0.1
6,3,False,0.1
1,10,False,0.1
2,15,False,0.2
6,19,False,0.1
7,9,False,0.1
13,29,False,0.1
6,29,False,0.1
23,7,False,0.1
4,15,False,0.4
19,15,False,0.1
4,31,False,0.7
10,15,False,0.1
29,9,False,0.1
31,5,False,0.3
12,11,False,0.1
11,13,False,0.1
11,7,False,0.3
5,14,False,0.1
24,11,False,0.1
31,11,False,0.4
28,15,False,0.1
6,11,False,0.2
7,14,False,0.1
1,29,False,0.1
23,13,True,0.2
30,13,False,0.1
19,31,False,0.1
0,19,False,0.1
31,17,False,0.1
7,3,False,0.2
14,9,False,0.1
6,15,False,0.2
18,11,False,0.1
3,13,False,0.1
27,27,False,0.1
13,14,False,0.1
15,13,False,0.1
29,0,False,0.1
30,9,False,0.1
23,28,False,0.1
0,27,False,0.2
31,8,False,0.2
15,30,False,0.1
2,27,False,0.1
13,7,False,0.2
4,7,False,0.1
15,19,False,0.1
14,31,False,0.1
30,1,False,0.1
15,23,False,0.1
7,30,False,0.1
12,15,False,0.1
31,10,False,0.1
31,15,False,0.1
31,19,False,0.1
