Time,250125
a,b,valid,Percentage_of_results
19,79,False,0.1
31,37,False,0.5
25,63,False,0.6
25,111,False,0.7
23,37,False,0.1
29,99,False,0.2
93,37,False,0.1
25,45,False,0.5
21,55,False,0.2
29,97,False,0.1
113,63,False,0.2
63,32,False,0.4
48,39,False,0.1
42,97,False,0.1
17,41,False,0.1
29,125,False,0.3
23,101,False,0.1
90,31,False,0.1
127,37,False,0.2
31,101,False,0.5
31,99,False,0.3
57,33,False,0.1
63,37,False,0.2
51,107,False,0.1
91,81,False,0.1
27,111,False,0.9
17,113,False,0.1
63,99,False,0.2
13,123,False,0.1
27,45,False,0.2
16,61,False,0.2
75,35,False,0.1
16,111,False,0.2
87,33,False,0.2
31,97,False,0.5
31,113,False,0.1
49,47,False,0.2
63,33,False,0.8
57,97,False,0.1
25,47,False,0.6
61,51,False,0.1
21,47,False,0.3
29,109,False,0.1
57,39,False,0.1
55,77,False,0.1
3,109,False,0.1
95,39,False,0.2
8,111,False,0.1
19,97,False,0.2
19,99,False,0.2
90,7,False,0.1
18,127,False,0.5
23,45,False,0.3
9,107,False,0.1
26,101,False,0.1
27,97,False,0.5
29,55,False,0.2
19,45,False,0.1
59,49,False,0.1
55,37,False,0.1
23,107,False,0.1
61,45,False,0.3
125,47,False,0.3
16,119,False,0.1
29,53,False,0.1
29,103,False,0.2
9,47,False,0.1
57,47,False,0.3
95,37,False,0.2
27,105,False,0.5
81,45,False,0.2
81,97,False,0.1
28,111,False,0.2
25,127,False,0.5
15,105,False,0.2
27,115,False,0.1
63,34,False,0.1
21,117,False,0.2
31,32,False,0.3
15,109,False,0.1
27,101,False,0.2
61,33,False,0.1
57,105,False,0.2
21,39,False,0.2
27,125,False,0.6
23,96,False,0.1
27,49,False,0.2
11,111,False,0.1
59,32,False,0.1
57,45,False,0.1
61,111,False,0.2
19,109,False,0.1
115,33,False,0.1
25,109,False,0.4
21,99,False,0.1
89,57,False,0.2
119,33,False,0.2
87,13,False,0.1
25,39,False,0.1
24,61,False,0.1
93,111,False,0.1
25,121,False,0.3
89,39,False,0.2
27,43,False,0.1
25,61,False,0.2
47,45,False,0.1
19,111,False,0.1
2,127,False,0.1
125,55,False,0.2
1,109,False,0.1
61,103,False,0.3
29,47,False,0.4
63,49,False,0.1
59,97,False,0.3
19,113,False,0.3
17,55,False,0.1
127,33,False,0.2
1,127,False,0.2
49,109,False,0.2
3,127,False,0.1
23,109,False,0.2
31,45,False,0.5
91,41,False,0.3
25,33,False,0.2
59,37,False,0.1
24,47,False,0.1
29,101,False,0.3
95,57,False,0.2
79,47,False,0.1
95,40,False,0.2
